Date,Country,City,Specie,Count,Min,Max,Medain,Varience
02-04-2020,IN,Kolkata,pm10,192,38,96,54,643.15
02-04-2020,IN,Kolkata,o3,192,7.1,72,20.1,1666.29
02-04-2020,IN,Kolkata,so2,210,0.1,19.7,4.5,65.89
02-04-2020,IN,Kolkata,humidity,240,36.6,98.7,68.4,2054.74
02-04-2020,IN,Kolkata,wind-speed,236,0,5.6,0.7,11.29
03-04-2020,IN,Kolkata,temperature,264,26,36,30.5,102.22
03-04-2020,IN,Kolkata,no2,216,3.3,28.2,6.1,195.23
03-04-2020,IN,Kolkata,dew,228,22,27,25,17.8
03-04-2020,IN,Kolkata,pm25,216,9,169,107,16545
03-04-2020,IN,Kolkata,pressure,240,1001.9,1010,1005.2,34.86
03-04-2020,IN,Kolkata,co,216,1.6,20.7,4,172.44
03-04-2020,IN,Kolkata,pm10,192,34,999,59,59005.7
03-04-2020,IN,Kolkata,o3,192,4.6,87,18.4,2783.08
03-04-2020,IN,Kolkata,so2,212,0.1,14.9,4.6,53.32
03-04-2020,IN,Kolkata,humidity,240,32.6,98.8,61.7,3448.21
03-04-2020,IN,Kolkata,wind-speed,234,0,3.7,0.4,7.18
04-04-2020,IN,Kolkata,temperature,264,24.6,37,30.5,131.94
04-04-2020,IN,Kolkata,no2,217,3.5,22,7.2,116.61
04-04-2020,IN,Kolkata,dew,246,16,26.5,21,72.38
04-04-2020,IN,Kolkata,pm25,209,4,178,144,17310.9
04-04-2020,IN,Kolkata,pressure,241,1003,1012,1006.7,33.91
04-04-2020,IN,Kolkata,co,217,1.2,17.7,4.3,80.16
04-04-2020,IN,Kolkata,pm10,193,39,999,72,133443
04-04-2020,IN,Kolkata,o3,193,6.9,81.6,26.2,2996.49
04-04-2020,IN,Kolkata,so2,214,0.1,22.1,6,74.71
04-04-2020,IN,Kolkata,humidity,241,21.3,92,48,4862.72
04-04-2020,IN,Kolkata,wind-speed,237,0,3.8,0.6,6.97
05-04-2020,IN,Kolkata,temperature,264,26.9,37,30.5,103.08
05-04-2020,IN,Kolkata,no2,216,0.4,14.2,5.7,56.11
05-04-2020,IN,Kolkata,dew,255,16,27,22.5,152.66
05-04-2020,IN,Kolkata,pm25,215,4,165,119,10798.9
05-04-2020,IN,Kolkata,pressure,240,1003.3,1012,1007,33.01
05-04-2020,IN,Kolkata,co,216,1.3,8.6,3.9,17.87
05-04-2020,IN,Kolkata,pm10,199,15,89,62,1549.48
05-04-2020,IN,Kolkata,o3,192,6.8,85.2,20,2366.55
05-04-2020,IN,Kolkata,so2,214,0.1,16.9,4.8,67.85
05-04-2020,IN,Kolkata,humidity,240,20.2,98.7,64.1,5800.44
05-04-2020,IN,Kolkata,wind-speed,238,0,5,0.4,10.37
06-04-2020,IN,Kolkata,temperature,264,25,38,30,167.66
06-04-2020,IN,Kolkata,no2,232,0.6,32.8,5.5,352.88
06-04-2020,IN,Kolkata,dew,255,9,25.5,17.5,395.03
06-04-2020,IN,Kolkata,pm25,255,14,169,106,10639.9
06-04-2020,IN,Kolkata,pressure,250,957.3,1012,1006.3,141.88
06-04-2020,IN,Kolkata,co,232,0.8,13.3,3.6,29.15
06-04-2020,IN,Kolkata,pm10,231,14,93,56,1591.35
06-04-2020,IN,Kolkata,o3,208,5.2,62.3,18,1457.49
06-04-2020,IN,Kolkata,so2,231,0.3,27.9,4.8,136.78
06-04-2020,IN,Kolkata,humidity,256,12,99,48.8,9634.18
06-04-2020,IN,Kolkata,wind-speed,250,0,4.7,0.5,13.71
07-04-2020,IN,Kolkata,temperature,264,25.5,39,30.5,173.5
07-04-2020,IN,Kolkata,no2,240,0.5,17.6,4.5,86.87
07-04-2020,IN,Kolkata,dew,264,14,25,21.5,83.61
07-04-2020,IN,Kolkata,pm25,264,53,160,107,4302.32
07-04-2020,IN,Kolkata,pressure,255,1000.3,1010,1004.4,40.02
07-04-2020,IN,Kolkata,co,240,1.5,6.5,3.4,10.83
07-04-2020,IN,Kolkata,pm10,240,24,87,59,561.77
07-04-2020,IN,Kolkata,o3,216,4.3,50.5,22.4,1189.06
07-04-2020,IN,Kolkata,so2,238,0.4,23.6,6,145.92
07-04-2020,IN,Kolkata,humidity,264,15.9,95.2,58.9,3879.72
07-04-2020,IN,Kolkata,wind-speed,264,0,6.9,1,16.91
08-04-2020,IN,Kolkata,temperature,264,25.6,36,29,80.24
08-04-2020,IN,Kolkata,no2,240,0.6,17.5,4.7,104.66
08-04-2020,IN,Kolkata,dew,255,14.5,24,20,65.96
08-04-2020,IN,Kolkata,pm25,264,29,151,78,3186.08
08-04-2020,IN,Kolkata,pressure,264,1001.9,1011,1005.4,36.6
08-04-2020,IN,Kolkata,co,240,0.2,5.9,3.2,13.34
08-04-2020,IN,Kolkata,pm10,240,10,109,47,1664.51
08-04-2020,IN,Kolkata,o3,216,4.4,45.7,26.4,1349.34
08-04-2020,IN,Kolkata,so2,240,0.6,20.3,4.7,105.52
08-04-2020,IN,Kolkata,humidity,264,28.9,86.2,44.5,2484.62
08-04-2020,IN,Kolkata,wind-speed,263,0,5.9,0.8,14.32
08-04-2020,IN,Kolkata,wind-gust,11,11.8,11.8,11.8,0
09-04-2020,IN,Kolkata,temperature,264,24.4,36,28,124.13
09-04-2020,IN,Kolkata,no2,239,0.9,15.9,5.3,96.63
09-04-2020,IN,Kolkata,dew,264,14,22,18,50.26
09-04-2020,IN,Kolkata,pm25,262,6,127,68,2813.49
09-04-2020,IN,Kolkata,pressure,262,1002.6,1010.5,1005.9,29.21
09-04-2020,IN,Kolkata,co,239,0.9,6.1,2.9,12.98
09-04-2020,IN,Kolkata,pm10,239,14,64,40,824.53
09-04-2020,IN,Kolkata,o3,215,9.3,63.1,26.7,1160.54
09-04-2020,IN,Kolkata,so2,239,1.1,45.5,5.4,251.64
09-04-2020,IN,Kolkata,humidity,263,26.5,80.8,45.5,1548.65
09-04-2020,IN,Kolkata,wind-speed,260,0,4.6,0.7,9.41
10-04-2020,IN,Kolkata,temperature,264,24.7,36.5,28.5,138.35
10-04-2020,IN,Kolkata,no2,216,0.7,20.8,3.9,88.41
10-04-2020,IN,Kolkata,dew,264,21,26,24,28.79
10-04-2020,IN,Kolkata,pm25,219,4,109,64,2176.61
10-04-2020,IN,Kolkata,pressure,240,1004.2,1013,1007.3,32.6
10-04-2020,IN,Kolkata,co,217,1.4,6.9,3.1,14.14
10-04-2020,IN,Kolkata,pm10,216,8,64,35,1233.49
10-04-2020,IN,Kolkata,o3,192,6,44.6,18.1,684.28
10-04-2020,IN,Kolkata,so2,216,1,17.4,3.8,78.01
10-04-2020,IN,Kolkata,humidity,240,26.6,99,76.1,3991.77
10-04-2020,IN,Kolkata,wind-speed,240,0,6.1,1.1,13.7
11-04-2020,IN,Kolkata,temperature,264,24.5,37,29,151.64
11-04-2020,IN,Kolkata,no2,229,0.5,12.6,3.7,63.08
11-04-2020,IN,Kolkata,dew,192,19,27.5,24,67
11-04-2020,IN,Kolkata,pm25,220,8,127,66,3997.34
11-04-2020,IN,Kolkata,pressure,251,1003.2,1013,1008.1,43.28
11-04-2020,IN,Kolkata,co,229,1.3,6.5,2.9,11.43
11-04-2020,IN,Kolkata,pm10,229,7,69,40,1806.35
11-04-2020,IN,Kolkata,o3,207,4.7,42.4,16,663.33
11-04-2020,IN,Kolkata,so2,229,0.7,19.9,3.8,82.67
11-04-2020,IN,Kolkata,humidity,253,33.7,99,67.3,3734.85
11-04-2020,IN,Kolkata,wind-speed,253,0,7.2,1,14.88
12-04-2020,IN,Kolkata,temperature,264,24,34,28.2,107.03
12-04-2020,IN,Kolkata,no2,240,0.6,9.5,3.7,36.11
12-04-2020,IN,Kolkata,dew,264,18,28,25.5,120.31
12-04-2020,IN,Kolkata,pm25,216,50,121,75,1919.11
12-04-2020,IN,Kolkata,pressure,264,1002.2,1012,1006.5,41.38
12-04-2020,IN,Kolkata,co,239,0.8,6.6,3,14.47
12-04-2020,IN,Kolkata,pm10,240,24,74,52,777.1
12-04-2020,IN,Kolkata,o3,216,5.8,27.9,16.7,255.91
12-04-2020,IN,Kolkata,so2,239,0.1,8.2,3.4,31.25
12-04-2020,IN,Kolkata,humidity,264,48,98.8,69.1,1198.71
12-04-2020,IN,Kolkata,wind-speed,264,0,4.4,0.9,10.23
13-04-2020,IN,Kolkata,temperature,264,26,35.5,28.6,108.14
13-04-2020,IN,Kolkata,no2,240,0.5,8.3,3.5,36.41
13-04-2020,IN,Kolkata,dew,237,25,28,26.5,7.78
13-04-2020,IN,Kolkata,pm25,216,36,151,76,4634.18
13-04-2020,IN,Kolkata,pressure,264,1000.5,1010,1004.7,35.96
13-04-2020,IN,Kolkata,co,240,0.9,7.2,3.3,17.45
13-04-2020,IN,Kolkata,pm10,240,15,75,46,1640.89
13-04-2020,IN,Kolkata,o3,216,5.3,39.4,13.5,726.58
13-04-2020,IN,Kolkata,so2,240,0.2,11.4,3.2,47.64
13-04-2020,IN,Kolkata,humidity,264,42.6,98.8,81.4,2467.86
13-04-2020,IN,Kolkata,wind-speed,264,0,5.1,0.8,10.61
14-04-2020,IN,Kolkata,temperature,264,26,36.5,29.5,123.08
14-04-2020,IN,Kolkata,no2,240,0.2,7.9,2.7,27.87
14-04-2020,IN,Kolkata,dew,219,25.5,28,27,6.56
14-04-2020,IN,Kolkata,pm25,216,51,170,78,5502.64
14-04-2020,IN,Kolkata,pressure,264,1001.7,1010,1005.7,32.24
14-04-2020,IN,Kolkata,co,240,1,6.4,3.2,15.07
14-04-2020,IN,Kolkata,pm10,237,6,353,45,6619.43
14-04-2020,IN,Kolkata,o3,216,4.3,30.7,12.6,349.99
14-04-2020,IN,Kolkata,so2,240,0.1,11.2,2.8,30.25
14-04-2020,IN,Kolkata,humidity,264,46.7,98.8,80.7,2310.48
14-04-2020,IN,Kolkata,wind-speed,264,0.1,5.6,0.9,12.74
15-04-2020,IN,Kolkata,temperature,264,22.3,34.6,27.6,118.08
15-04-2020,IN,Kolkata,no2,240,0.5,13.9,3.9,59.85
15-04-2020,IN,Kolkata,dew,255,20,29,25.5,62.11
15-04-2020,IN,Kolkata,pm25,233,38,172,74,6798.91
15-04-2020,IN,Kolkata,pressure,264,1001.8,1011,1006.2,36.08
15-04-2020,IN,Kolkata,co,240,0.9,7,3.3,16.05
15-04-2020,IN,Kolkata,pm10,234,1,353,50,14242.1
15-04-2020,IN,Kolkata,o3,216,3.9,33.2,14.4,452.4
15-04-2020,IN,Kolkata,so2,240,0.4,10.4,3.7,45.38
15-04-2020,IN,Kolkata,humidity,264,54.2,99,76.2,1610.73
15-04-2020,IN,Kolkata,wind-speed,263,0,6.1,0.8,11.11
16-04-2020,IN,Kolkata,temperature,264,22,33.3,28,137.74
16-04-2020,IN,Kolkata,no2,240,1.1,13.7,5.1,82.5
16-04-2020,IN,Kolkata,dew,207,21,27,24,45.39
16-04-2020,IN,Kolkata,pm25,264,39,279,86,5572.26
16-04-2020,IN,Kolkata,pressure,264,999.7,1010,1004.2,46.75
16-04-2020,IN,Kolkata,co,240,1.5,11.4,3.4,23.19
16-04-2020,IN,Kolkata,pm10,240,29,257,52,4599.73
16-04-2020,IN,Kolkata,o3,216,1.8,36,12.6,673.87
16-04-2020,IN,Kolkata,so2,238,0.1,10.7,3.8,40.38
16-04-2020,IN,Kolkata,humidity,264,51.3,98.7,75.6,1609.16
16-04-2020,IN,Kolkata,wind-speed,262,0,5.1,0.7,8.81
17-04-2020,IN,Kolkata,temperature,264,25.5,36,29,95.5
17-04-2020,IN,Kolkata,no2,234,0.9,9.4,4,35.75
17-04-2020,IN,Kolkata,dew,237,22,28.5,26.5,30.25
17-04-2020,IN,Kolkata,pm25,258,6,108,73,2205.82
17-04-2020,IN,Kolkata,pressure,258,999.3,1008,1002.8,33.92
17-04-2020,IN,Kolkata,co,234,1.4,6.5,3,12.77
17-04-2020,IN,Kolkata,pm10,234,18,63,42,796.48
17-04-2020,IN,Kolkata,o3,210,5.1,31,14.5,355.58
17-04-2020,IN,Kolkata,so2,234,0.9,8.6,3.9,31.66
17-04-2020,IN,Kolkata,humidity,258,50.6,97.4,72,1121.24
17-04-2020,IN,Kolkata,wind-speed,258,0,5.9,1.3,15.55
18-04-2020,IN,Kolkata,temperature,264,25.2,33,28.5,49.57
18-04-2020,IN,Kolkata,no2,227,0.9,12.7,4.5,50.48
18-04-2020,IN,Kolkata,dew,237,21,28.5,27,48.19
18-04-2020,IN,Kolkata,pm25,251,13,170,61,3288.2
18-04-2020,IN,Kolkata,pressure,251,1001,1771,1004.6,23432.3
18-04-2020,IN,Kolkata,co,227,1.2,10.1,3.1,15.84
18-04-2020,IN,Kolkata,pm10,227,12,153,32,1549.71
18-04-2020,IN,Kolkata,o3,203,4.7,26.9,12.7,358.39
18-04-2020,IN,Kolkata,so2,227,0.6,12.3,4.7,43.89
18-04-2020,IN,Kolkata,humidity,251,48,98.6,75.9,1106.12
18-04-2020,IN,Kolkata,wind-speed,251,0,9.2,1,17.09
18-04-2020,IN,Kolkata,wind-gust,11,15.4,15.4,15.4,0
19-04-2020,IN,Kolkata,temperature,256,24.3,35,29,80.59
19-04-2020,IN,Kolkata,no2,227,0.9,19.2,3.9,73.47
19-04-2020,IN,Kolkata,dew,253,21,27,24,35.08
19-04-2020,IN,Kolkata,pm25,236,7,97,55,1890.54
19-04-2020,IN,Kolkata,pressure,250,1001.4,1011,1004.9,38.08
19-04-2020,IN,Kolkata,co,226,1.1,6.4,2.5,13.23
19-04-2020,IN,Kolkata,pm10,227,16,53,29,539.47
19-04-2020,IN,Kolkata,o3,203,0.3,35,21.7,503.45
19-04-2020,IN,Kolkata,so2,227,0.7,64.8,3.6,341.18
19-04-2020,IN,Kolkata,humidity,250,45.1,98.7,65.3,1468.6
19-04-2020,IN,Kolkata,wind-speed,250,0,7.7,1.3,26.49
20-04-2020,IN,Kolkata,temperature,232,20,35,30,134.99
20-04-2020,IN,Kolkata,no2,225,0.8,8.5,3.7,30.39
20-04-2020,IN,Kolkata,dew,157,19,28,27,93.87
20-04-2020,IN,Kolkata,pm25,225,15,153,57,3448.71
20-04-2020,IN,Kolkata,pressure,243,1001.6,1011.5,1005.2,46.86
20-04-2020,IN,Kolkata,co,225,1,8.7,2.7,20.46
20-04-2020,IN,Kolkata,pm10,225,11,58,28,1017.23
20-04-2020,IN,Kolkata,o3,201,2.5,29.4,11.1,461.91
20-04-2020,IN,Kolkata,so2,223,0.3,51.1,3.4,150.16
20-04-2020,IN,Kolkata,humidity,244,55.7,98.7,79.5,1121.44
20-04-2020,IN,Kolkata,wind-speed,244,0,6.9,1.1,19.79
21-04-2020,IN,Kolkata,temperature,264,19.9,26.6,23.5,24.09
21-04-2020,IN,Kolkata,no2,240,1.5,22.5,5.4,106.52
21-04-2020,IN,Kolkata,dew,183,18,21,20,10.5
21-04-2020,IN,Kolkata,pm25,240,12,99,52,2929.3
21-04-2020,IN,Kolkata,pressure,264,1002.8,1013.5,1006.8,48.52
21-04-2020,IN,Kolkata,co,240,1.1,5.6,2.9,11.49
21-04-2020,IN,Kolkata,pm10,240,10,52,23,556.97
21-04-2020,IN,Kolkata,o3,216,0.6,32.5,15.8,497.46
21-04-2020,IN,Kolkata,so2,238,0.3,7.3,3,28.97
21-04-2020,IN,Kolkata,humidity,264,54.8,98.8,73.1,972.69
21-04-2020,IN,Kolkata,wind-speed,262,0,7.7,0.8,19.71
21-04-2020,IN,Kolkata,wind-gust,66,10.2,12.8,10.2,9.3
22-04-2020,IN,Kolkata,temperature,264,19.8,31.1,26.3,116.16
22-04-2020,IN,Kolkata,no2,240,1.1,11.3,5,57.08
22-04-2020,IN,Kolkata,dew,246,20,25,24,41.3
22-04-2020,IN,Kolkata,pm25,240,19,95,60,1491.85
22-04-2020,IN,Kolkata,pressure,264,1001.5,1011,1005.5,39.84
22-04-2020,IN,Kolkata,co,240,0.6,6.5,2.7,15.4
22-04-2020,IN,Kolkata,pm10,240,15,49,26,515.53
22-04-2020,IN,Kolkata,o3,216,0.6,154.8,12.6,1460.28
22-04-2020,IN,Kolkata,so2,240,0.9,18.8,4.5,80.71
22-04-2020,IN,Kolkata,humidity,264,55.2,98.7,79.1,1241.36
22-04-2020,IN,Kolkata,wind-speed,263,0,4.4,0.6,10.94
23-04-2020,IN,Kolkata,temperature,264,21,33.5,25,151.59
23-04-2020,IN,Kolkata,no2,233,0.9,11.7,4.4,49.18
23-04-2020,IN,Kolkata,dew,255,19.5,28,23.5,61.28
23-04-2020,IN,Kolkata,pm25,233,15,149,53,3745.54
23-04-2020,IN,Kolkata,pressure,257,999.8,1013.7,1004.8,44.25
23-04-2020,IN,Kolkata,co,233,0.6,6.9,2.7,18.42
23-04-2020,IN,Kolkata,pm10,233,10,54,24,851.2
23-04-2020,IN,Kolkata,o3,214,0.7,24.2,10.4,361.81
23-04-2020,IN,Kolkata,so2,233,0.2,16.2,3,46.74
23-04-2020,IN,Kolkata,humidity,257,52.8,98.8,85.3,1468.19
23-04-2020,IN,Kolkata,wind-speed,255,0,6.2,0.6,13.45
23-04-2020,IN,Kolkata,wind-gust,11,12.8,12.8,12.8,0
24-04-2020,IN,Kolkata,temperature,264,21.6,33,24.5,125.31
24-04-2020,IN,Kolkata,no2,216,0.9,13.3,3.7,46.51
24-04-2020,IN,Kolkata,dew,228,21,27.5,22,60.96
24-04-2020,IN,Kolkata,pm25,216,8,82,50,2602.01
24-04-2020,IN,Kolkata,pressure,240,999.4,1009.5,1004.5,50.17
24-04-2020,IN,Kolkata,co,216,1,6.3,2.9,12.73
24-04-2020,IN,Kolkata,pm10,216,3,43,23,579.29
24-04-2020,IN,Kolkata,o3,215,2.2,33.8,14,279.29
24-04-2020,IN,Kolkata,so2,216,1.2,17.7,3.2,53.77
24-04-2020,IN,Kolkata,humidity,240,57.4,98.8,81.2,1180.17
24-04-2020,IN,Kolkata,wind-speed,240,0,7.7,0.8,18.34
25-04-2020,IN,Kolkata,temperature,264,19.9,33.5,27.5,120.25
25-04-2020,IN,Kolkata,no2,201,1.1,12.3,4.2,41.04
25-04-2020,IN,Kolkata,dew,201,21,26,25,22.28
25-04-2020,IN,Kolkata,pm25,201,20,97,57,2147.6
25-04-2020,IN,Kolkata,pressure,225,1000.7,1009,1004.3,31.75
25-04-2020,IN,Kolkata,co,201,1.2,6.5,2.9,13.77
25-04-2020,IN,Kolkata,pm10,201,11,50,27,404.84
25-04-2020,IN,Kolkata,o3,192,2.2,33.8,18.8,359.15
25-04-2020,IN,Kolkata,so2,201,1.4,50.5,3.7,146.65
25-04-2020,IN,Kolkata,humidity,225,52,98.8,78.5,1676
25-04-2020,IN,Kolkata,wind-speed,224,0,6.6,0.7,9.97
26-04-2020,IN,Kolkata,temperature,264,16.5,32,26.3,62.53
26-04-2020,IN,Kolkata,no2,191,1.1,13.9,4.1,36.38
26-04-2020,IN,Kolkata,dew,246,22,26.5,24,12.07
26-04-2020,IN,Kolkata,pm25,192,21,91,61,1023
26-04-2020,IN,Kolkata,pressure,201,1003.5,1011.5,1006.6,30.81
26-04-2020,IN,Kolkata,co,192,0.9,6.4,3.1,13.66
26-04-2020,IN,Kolkata,pm10,192,10,52,26,559.23
26-04-2020,IN,Kolkata,o3,192,6,33.7,19.3,276.19
26-04-2020,IN,Kolkata,so2,192,2,9,3.5,12.28
26-04-2020,IN,Kolkata,humidity,215,46.3,98.8,79.6,1766.01
26-04-2020,IN,Kolkata,wind-speed,215,0,4.8,0.8,11.23
27-04-2020,IN,Kolkata,temperature,264,23,28.5,25.2,27.22
27-04-2020,IN,Kolkata,no2,203,0.6,10.5,4.2,28.87
27-04-2020,IN,Kolkata,dew,219,22,25,24,11.1
27-04-2020,IN,Kolkata,pm25,211,5,165,45,3028.01
27-04-2020,IN,Kolkata,pressure,226,1005.2,1017.2,1008.5,37.51
27-04-2020,IN,Kolkata,co,203,0.8,6.2,2.9,12.71
27-04-2020,IN,Kolkata,pm10,199,1,351,20,6163.53
27-04-2020,IN,Kolkata,o3,203,3.7,20.9,13.6,131.26
27-04-2020,IN,Kolkata,so2,203,0.8,5.4,2.9,7.07
27-04-2020,IN,Kolkata,humidity,227,67.1,98.8,85.2,778.88
27-04-2020,IN,Kolkata,wind-speed,219,0,4.3,0.6,9.19
28-04-2020,IN,Kolkata,temperature,263,23,27.6,24.9,9.2
28-04-2020,IN,Kolkata,no2,225,1.1,17.6,4.4,69.95
28-04-2020,IN,Kolkata,dew,228,22,25.5,23.5,11.46
28-04-2020,IN,Kolkata,pm25,249,4,75,34,2108.17
28-04-2020,IN,Kolkata,pressure,241,1003.2,1014.5,1007.1,37.25
28-04-2020,IN,Kolkata,co,225,1,6.7,2.9,18.57
28-04-2020,IN,Kolkata,pm10,225,3,41,17,591.16
28-04-2020,IN,Kolkata,o3,215,1,171.6,11.3,1888.64
28-04-2020,IN,Kolkata,so2,225,0.9,5.9,2.8,8.35
28-04-2020,IN,Kolkata,humidity,250,68.9,100,89.9,383.51
28-04-2020,IN,Kolkata,wind-speed,245,0,4.1,0.5,7.86
29-04-2020,IN,Kolkata,temperature,264,22,32.2,26.4,99.42
29-04-2020,IN,Kolkata,no2,237,1.3,17.8,4.8,92.81
29-04-2020,IN,Kolkata,dew,228,21,27,24,36.21
29-04-2020,IN,Kolkata,pm25,261,26,102,62,1719.74
29-04-2020,IN,Kolkata,pressure,262,1001.3,1010,1005.7,34.78
29-04-2020,IN,Kolkata,co,237,0.8,6.3,3.2,17.19
29-04-2020,IN,Kolkata,pm10,239,11,60,29,716.69
29-04-2020,IN,Kolkata,o3,213,0.7,36.7,16.1,737.3
29-04-2020,IN,Kolkata,so2,239,0.1,8.4,3.3,14.05
29-04-2020,IN,Kolkata,humidity,263,52.2,99,78.2,2054.04
29-04-2020,IN,Kolkata,wind-speed,256,0,4.8,0.5,7.86
30-04-2020,IN,Kolkata,temperature,264,24,34,27.5,85.82
30-04-2020,IN,Kolkata,no2,240,1,13.7,4.5,54.9
30-04-2020,IN,Kolkata,dew,228,23,25.5,24.5,5.47
30-04-2020,IN,Kolkata,pm25,264,21,90,55,1967.27
30-04-2020,IN,Kolkata,pressure,264,1001.6,1011,1005.8,34.23
30-04-2020,IN,Kolkata,co,240,1.1,6.2,2.5,16.88
30-04-2020,IN,Kolkata,pm10,240,13,50,27,619.78
30-04-2020,IN,Kolkata,o3,216,4.3,33.3,13.7,491.45
30-04-2020,IN,Kolkata,so2,240,0.7,19.1,3.7,60.43
30-04-2020,IN,Kolkata,humidity,264,50.3,98.9,78.4,2257.62
30-04-2020,IN,Kolkata,wind-speed,257,0,4.6,0.5,8.47
01-05-2020,IN,Kolkata,temperature,264,20.4,32,25,100.38
01-05-2020,IN,Kolkata,no2,237,1,13,4.1,42.04
01-05-2020,IN,Kolkata,dew,255,20,25.5,23,24.99
01-05-2020,IN,Kolkata,pm25,261,13,89,44,2096.1
01-05-2020,IN,Kolkata,pressure,261,993.1,1010,1005.1,50.64
01-05-2020,IN,Kolkata,co,237,0.5,5.7,2.4,12.51
01-05-2020,IN,Kolkata,pm10,237,6,66,22,767.56
01-05-2020,IN,Kolkata,o3,213,0.7,27,16.9,366.66
01-05-2020,IN,Kolkata,so2,237,0.6,11.6,3.2,17.35
01-05-2020,IN,Kolkata,humidity,261,54.8,99,87.8,1879.23
01-05-2020,IN,Kolkata,wind-speed,260,0,6.1,0.7,13.23
01-05-2020,IN,Kolkata,wind-gust,11,12.8,12.8,12.8,0
02-05-2020,IN,Kolkata,temperature,256,20.7,32,26.1,128.92
02-05-2020,IN,Kolkata,no2,240,1.6,12.1,5,61.29
02-05-2020,IN,Kolkata,dew,235,20,26,24,41.05
02-05-2020,IN,Kolkata,pm25,264,20,109,63,2512.01
02-05-2020,IN,Kolkata,pressure,263,999.2,1010,1003.7,43.3
02-05-2020,IN,Kolkata,co,240,1.3,6.9,3.4,17.75
02-05-2020,IN,Kolkata,pm10,240,10,57,31,834.91
02-05-2020,IN,Kolkata,o3,213,0.7,72,11.8,776.43
02-05-2020,IN,Kolkata,so2,240,0.3,8.2,3.1,12.73
02-05-2020,IN,Kolkata,humidity,263,55.5,100,85.6,1683.9
02-05-2020,IN,Kolkata,wind-speed,261,0,4.1,0.3,7.74
03-05-2020,IN,Kolkata,temperature,264,18.1,33.3,27.7,103.02
03-05-2020,IN,Kolkata,no2,240,0.7,17.5,4.6,62.43
03-05-2020,IN,Kolkata,dew,228,21,26,25,25.39
03-05-2020,IN,Kolkata,pm25,264,20,137,65,4874.46
03-05-2020,IN,Kolkata,pressure,264,999.9,1009,1003.6,33.72
03-05-2020,IN,Kolkata,co,240,0.5,8.8,3.1,27.62
03-05-2020,IN,Kolkata,pm10,240,7,69,29,1462.72
03-05-2020,IN,Kolkata,o3,213,0.7,36.3,16.6,707.73
03-05-2020,IN,Kolkata,so2,240,0.8,9.2,3.2,12.74
03-05-2020,IN,Kolkata,humidity,264,48.5,99,76.5,2030.02
03-05-2020,IN,Kolkata,wind-speed,258,0,3.3,0.3,4.63
04-05-2020,IN,Kolkata,temperature,264,25,35,28.5,78.61
04-05-2020,IN,Kolkata,no2,240,1.4,12.8,4.9,60.1
04-05-2020,IN,Kolkata,dew,264,24,28.5,26,17.77
04-05-2020,IN,Kolkata,pm25,264,19,129,71,2973.33
04-05-2020,IN,Kolkata,pressure,264,1001.3,1010,1004.6,32.01
04-05-2020,IN,Kolkata,co,240,0.7,6.9,3.1,15.26
04-05-2020,IN,Kolkata,pm10,240,21,70,39,920.14
04-05-2020,IN,Kolkata,o3,216,0.7,23.8,13.3,292.8
04-05-2020,IN,Kolkata,so2,240,0.6,6.7,3,10.99
04-05-2020,IN,Kolkata,humidity,264,59.5,99,81.9,1410.64
04-05-2020,IN,Kolkata,wind-speed,256,0,5.4,0.4,8.03
05-05-2020,IN,Kolkata,temperature,264,25,35,29.5,102.04
05-05-2020,IN,Kolkata,no2,240,0.9,12.9,4.3,52.26
05-05-2020,IN,Kolkata,dew,228,24,28,25.5,20.25
05-05-2020,IN,Kolkata,pm25,264,25,200,63,3118.12
05-05-2020,IN,Kolkata,pressure,264,1000,1009,1004,32.67
05-05-2020,IN,Kolkata,co,240,1,6.7,2.8,14.51
05-05-2020,IN,Kolkata,pm10,240,19,132,33,1337.93
05-05-2020,IN,Kolkata,o3,216,2.5,29.7,12.5,421.53
05-05-2020,IN,Kolkata,so2,240,0.2,7.4,3.4,15.71
05-05-2020,IN,Kolkata,humidity,264,50,99,80.3,2044.14
05-05-2020,IN,Kolkata,wind-speed,264,0,6.1,0.6,10.18
06-05-2020,IN,Kolkata,temperature,225,15.8,32.6,27.6,136.42
06-05-2020,IN,Kolkata,no2,199,0.7,17.8,4.3,82.23
06-05-2020,IN,Kolkata,dew,199,19,27,25,67.82
06-05-2020,IN,Kolkata,pm25,222,5,106,52,6530.4
06-05-2020,IN,Kolkata,pressure,222,1000.7,1010,1004.4,39.23
06-05-2020,IN,Kolkata,co,199,0.5,6.3,3.3,18.84
06-05-2020,IN,Kolkata,pm10,199,3,59,27,1324.22
06-05-2020,IN,Kolkata,o3,195,1.5,38.5,16.9,985.73
06-05-2020,IN,Kolkata,so2,199,0.1,16.2,3.1,59.32
06-05-2020,IN,Kolkata,humidity,224,55.8,99,85.5,1742.38
06-05-2020,IN,Kolkata,wind-speed,218,0,7.7,0.5,12
06-05-2020,IN,Kolkata,wind-gust,20,12.8,12.8,12.8,0
07-05-2020,IN,Kolkata,temperature,227,21.5,34,28,182.54
07-05-2020,IN,Kolkata,no2,191,0.4,12.3,3.5,47.6
07-05-2020,IN,Kolkata,dew,211,20,28,26,69.44
07-05-2020,IN,Kolkata,pm25,215,19,95,60,1551.75
07-05-2020,IN,Kolkata,pressure,215,1000.3,1010,1004.8,37.92
