Date,Country,City,Specification,count,min,max,median,varience,Outcome
11-07-2019,IN,Kolkata,temperature,120,27.8,32,29.2,9.96,1
11-07-2019,IN,Kolkata,pm10,95,24,135,54,6824.9,1
11-07-2019,IN,Kolkata,humidity,120,72,94,82.2,249.28,1
11-07-2019,IN,Kolkata,no2,96,4.7,29.6,13.2,426.21,1
12-07-2019,IN,Kolkata,pm25,120,25,186,93,11256.2,1
12-07-2019,IN,Kolkata,dew,99,26,28,27,3.04,1
12-07-2019,IN,Kolkata,co,96,1,13.5,3.5,87.45,1
12-07-2019,IN,Kolkata,o3,96,3.8,28.7,12.4,258.12,1
12-07-2019,IN,Kolkata,so2,96,1.3,11.5,2.7,43.93,1
12-07-2019,IN,Kolkata,pressure,120,996.8,1004,999.2,31.49,1
12-07-2019,IN,Kolkata,wind-speed,120,0.5,6.6,1.9,21.34,1
12-07-2019,IN,Kolkata,temperature,120,27.5,33,29.5,27.6,1
12-07-2019,IN,Kolkata,pm10,96,28,114,56,4037.53,1
12-07-2019,IN,Kolkata,humidity,120,62.9,94,81.9,568.08,1
12-07-2019,IN,Kolkata,no2,96,5.4,31,12.6,370.89,1
13-07-2019,IN,Kolkata,pm25,120,42,160,107,9127.24,1
13-07-2019,IN,Kolkata,dew,90,26,29,27,8.06,1
13-07-2019,IN,Kolkata,co,96,1,11,3.7,79.56,1
13-07-2019,IN,Kolkata,o3,96,5.7,37.9,15.8,457.05,1
13-07-2019,IN,Kolkata,so2,96,0.9,8.7,2.3,41.94,1
13-07-2019,IN,Kolkata,pressure,120,995.3,1003.5,998.2,35.55,1
13-07-2019,IN,Kolkata,wind-speed,120,0.6,5.9,1.8,22.88,1
13-07-2019,IN,Kolkata,temperature,120,27.6,35.5,30.8,48.77,1
13-07-2019,IN,Kolkata,pm10,96,35,109,61,4633.19,1
13-07-2019,IN,Kolkata,humidity,120,56.8,94,79.6,988.41,1
13-07-2019,IN,Kolkata,no2,96,4.5,25.8,12.7,286.87,1
14-07-2019,IN,Kolkata,pm25,120,42,159,111,9625.1,1
14-07-2019,IN,Kolkata,dew,96,26,28,27,4.78,1
14-07-2019,IN,Kolkata,co,96,1,10.3,4,67.72,1
14-07-2019,IN,Kolkata,o3,96,6.4,47.2,17.8,975.62,1
14-07-2019,IN,Kolkata,so2,96,0.8,18.4,3.5,129.94,1
14-07-2019,IN,Kolkata,pressure,120,993.7,1002,996.2,34.64,1
14-07-2019,IN,Kolkata,wind-speed,120,0.5,6.1,1.6,21.93,1
14-07-2019,IN,Kolkata,temperature,120,28.2,38,31,73.03,1
14-07-2019,IN,Kolkata,pm10,96,27,109,66,4228.44,1
14-07-2019,IN,Kolkata,humidity,120,48.7,91.5,75.3,1081.53,1
14-07-2019,IN,Kolkata,no2,96,5.2,33.5,11.1,277.68,1
15-07-2019,IN,Kolkata,pm25,119,53,163,139,8678.21,1
15-07-2019,IN,Kolkata,dew,84,26,28,26.5,3.11,1
15-07-2019,IN,Kolkata,co,96,1.6,10.4,4.2,64.75,1
15-07-2019,IN,Kolkata,o3,95,5.8,48.1,17,640.44,1
15-07-2019,IN,Kolkata,so2,95,0.7,20.2,3,130.25,1
15-07-2019,IN,Kolkata,pressure,120,993.9,1000.5,995.6,30.59,1
15-07-2019,IN,Kolkata,wind-speed,120,0.2,4.8,1.6,14.73,1
15-07-2019,IN,Kolkata,temperature,120,28.9,38,31.1,67.92,1
15-07-2019,IN,Kolkata,pm10,95,47,138,76,5384.55,1
15-07-2019,IN,Kolkata,humidity,120,46.2,94,72,1549.99,1
15-07-2019,IN,Kolkata,no2,95,5.4,43.9,14.8,727.36,1
16-07-2019,IN,Kolkata,pm25,110,21,163,134,9998.37,1
16-07-2019,IN,Kolkata,dew,95,25,28.5,27,12.52,1
16-07-2019,IN,Kolkata,co,86,0.1,23.4,5.1,202.48,1
16-07-2019,IN,Kolkata,o3,86,3.4,44.3,12.8,861.88,1
16-07-2019,IN,Kolkata,so2,86,0.9,18.7,2.8,135.19,1
16-07-2019,IN,Kolkata,pressure,109,995.2,1002,997.4,32.62,1
16-07-2019,IN,Kolkata,wind-speed,107,0,4.6,0.9,10.9,1
16-07-2019,IN,Kolkata,temperature,109,24.2,36.5,29.2,72.62,1
16-07-2019,IN,Kolkata,pm10,86,12,118,72,3454.63,1
16-07-2019,IN,Kolkata,humidity,109,52.3,100,81.7,1455.12,1
16-07-2019,IN,Kolkata,no2,85,6.6,37.8,15.1,561.84,1
17-07-2019,IN,Kolkata,pm25,95,82,187,154,4325.41,1
17-07-2019,IN,Kolkata,dew,84,25,29,26,9.01,1
17-07-2019,IN,Kolkata,co,72,1.1,26.5,5.4,344.51,1
17-07-2019,IN,Kolkata,o3,72,1.5,37.5,12.1,731.99,1
17-07-2019,IN,Kolkata,so2,70,0.5,16.8,2,65.1,1
17-07-2019,IN,Kolkata,pressure,96,994,1002,997.6,41.08,1
17-07-2019,IN,Kolkata,wind-speed,90,0,5.1,0.6,11.12,1
17-07-2019,IN,Kolkata,temperature,96,25.7,36,31,103.48,1
17-07-2019,IN,Kolkata,pm10,71,61,119,75,1871.51,1
17-07-2019,IN,Kolkata,humidity,96,46.4,97.9,73.9,2117.3,1
17-07-2019,IN,Kolkata,no2,71,4.9,51.2,11.9,1086.93,1
18-07-2019,IN,Kolkata,pm25,95,30,163,122,12694.3,1
18-07-2019,IN,Kolkata,dew,90,26,29,27,10.37,1
18-07-2019,IN,Kolkata,co,72,0.5,12.3,2.8,130.64,1
18-07-2019,IN,Kolkata,o3,72,2.9,21.6,9.8,212.48,1
18-07-2019,IN,Kolkata,so2,72,0.3,5.5,1.4,8.3,1
18-07-2019,IN,Kolkata,pressure,96,994.2,1002,997.3,41.18,1
18-07-2019,IN,Kolkata,wind-speed,91,0.1,4.6,0.9,14.52,1
18-07-2019,IN,Kolkata,temperature,96,27.7,35,31,51.32,1
18-07-2019,IN,Kolkata,pm10,71,23,95,60,2686.23,1
18-07-2019,IN,Kolkata,humidity,96,52.4,98.1,73.6,1677.99,1
18-07-2019,IN,Kolkata,no2,72,4.6,23.5,9.7,190.09,1
19-07-2019,IN,Kolkata,pm25,96,9,90,56,2646.63,1
19-07-2019,IN,Kolkata,dew,90,24,27.5,26,8.78,1
19-07-2019,IN,Kolkata,co,72,0.8,8.8,2.4,85.84,1
19-07-2019,IN,Kolkata,o3,72,6.1,14.1,10.3,39.84,1
19-07-2019,IN,Kolkata,so2,72,0.5,3.4,1.3,2.41,1
19-07-2019,IN,Kolkata,pressure,96,995.3,1003,998.4,38.78,1
19-07-2019,IN,Kolkata,wind-speed,93,0.1,5.9,1.1,20.69,1
19-07-2019,IN,Kolkata,temperature,96,27,36,30.5,66.77,1
19-07-2019,IN,Kolkata,pm10,72,9,52,28,997.87,1
19-07-2019,IN,Kolkata,humidity,96,50.8,94,71.9,1342.4,1
19-07-2019,IN,Kolkata,no2,72,3.6,16.8,7.4,89.52,1
20-07-2019,IN,Kolkata,pm25,96,42,142,75,2918.2,1
20-07-2019,IN,Kolkata,dew,114,26,28,27,3.72,1
20-07-2019,IN,Kolkata,co,72,0.8,9.9,2.2,101.87,1
20-07-2019,IN,Kolkata,o3,72,5.7,26.4,11.7,125.35,1
20-07-2019,IN,Kolkata,so2,72,0.1,26.1,1.3,179.77,1
20-07-2019,IN,Kolkata,pressure,96,996.9,1005,1000,37.45,1
20-07-2019,IN,Kolkata,wind-speed,96,0.1,6.1,1.5,24.73,1
20-07-2019,IN,Kolkata,temperature,96,27,36,30.5,65.82,1
20-07-2019,IN,Kolkata,pm10,72,21,67,40,1069.01,1
20-07-2019,IN,Kolkata,humidity,96,52.4,94,75.9,1258.98,1
20-07-2019,IN,Kolkata,no2,72,4.1,23.2,7.6,133.32,1
21-07-2019,IN,Kolkata,pm25,119,30,152,75,6576.73,1
21-07-2019,IN,Kolkata,dew,99,25,28,26,7.49,1
21-07-2019,IN,Kolkata,co,95,0.8,10,2.6,84.32,1
21-07-2019,IN,Kolkata,o3,95,5.5,31.6,10.7,348.16,1
21-07-2019,IN,Kolkata,so2,95,0.1,29.1,2.1,222.35,1
21-07-2019,IN,Kolkata,pressure,120,996.6,1005,999.8,36.53,1
21-07-2019,IN,Kolkata,wind-speed,120,0.5,6.6,1.2,24.93,1
21-07-2019,IN,Kolkata,temperature,120,27.5,36,30,68.14,1
21-07-2019,IN,Kolkata,pm10,95,27,88,52,2529.06,1
21-07-2019,IN,Kolkata,humidity,120,49.7,94.5,77.2,1436.88,1
21-07-2019,IN,Kolkata,no2,95,3.3,19,9.7,106.49,1
22-07-2019,IN,Kolkata,pm25,117,19,161,64,7171.49,1
22-07-2019,IN,Kolkata,dew,96,26,28,27,4.59,1
22-07-2019,IN,Kolkata,co,96,0.8,10.5,2.6,79.66,1
22-07-2019,IN,Kolkata,o3,96,2.9,24.3,8,204.69,1
22-07-2019,IN,Kolkata,so2,96,0.3,43,1.9,487.99,1
22-07-2019,IN,Kolkata,pressure,120,996.3,1004,999.1,33.65,1
22-07-2019,IN,Kolkata,wind-speed,120,0.4,7.2,1.4,27.49,1
22-07-2019,IN,Kolkata,temperature,120,27.9,35.5,30.4,54.12,1
22-07-2019,IN,Kolkata,pm10,95,1,98,44,4455.66,1
22-07-2019,IN,Kolkata,humidity,120,50.7,90.1,75.3,1201.29,1
22-07-2019,IN,Kolkata,no2,96,3.3,15.8,9.8,90.07,1
23-07-2019,IN,Kolkata,pm25,118,5,112,56,5106.77,1
23-07-2019,IN,Kolkata,dew,105,26,27,26.5,1.92,1
23-07-2019,IN,Kolkata,co,96,0.4,9.5,2.3,82.25,1
23-07-2019,IN,Kolkata,o3,96,1.7,25.4,6.6,209.5,1
23-07-2019,IN,Kolkata,so2,95,0.1,30.9,2.4,318.45,1
23-07-2019,IN,Kolkata,pressure,120,994.9,1003,998.5,36.65,1
23-07-2019,IN,Kolkata,wind-speed,120,0.6,7.7,1.3,26.92,1
23-07-2019,IN,Kolkata,temperature,120,28,36,30,60.23,1
23-07-2019,IN,Kolkata,pm10,96,14,98,34,3485.82,1
23-07-2019,IN,Kolkata,humidity,120,45.9,88,74,1191.77,1
23-07-2019,IN,Kolkata,no2,95,4.5,15.9,8.8,85.9,1
24-07-2019,IN,Kolkata,pm25,115,5,101,51,5222.34,1
24-07-2019,IN,Kolkata,dew,93,25,27,27,5.7,1
24-07-2019,IN,Kolkata,co,96,0.5,10.5,2.6,74.85,1
24-07-2019,IN,Kolkata,o3,96,1.7,23.9,8.6,285.43,1
24-07-2019,IN,Kolkata,so2,96,0.3,20.5,2.4,141.74,1
24-07-2019,IN,Kolkata,pressure,120,994.6,1003,998,40.54,1
24-07-2019,IN,Kolkata,wind-speed,120,0.1,5.4,1.1,15.26,1
24-07-2019,IN,Kolkata,temperature,120,26.2,35.5,28.6,87.75,1
24-07-2019,IN,Kolkata,pm10,95,13,76,40,3007,1
24-07-2019,IN,Kolkata,humidity,120,48.2,94,78.9,1727.87,1
24-07-2019,IN,Kolkata,no2,96,5.2,22.2,10.5,126.47,1
25-07-2019,IN,Kolkata,pm25,119,5,173,95,18034.9,1
25-07-2019,IN,Kolkata,dew,93,25,28,26.5,4.73,1
25-07-2019,IN,Kolkata,co,96,1,12.5,4.3,81.38,1
25-07-2019,IN,Kolkata,o3,83,3.6,37.3,12,754.74,1
25-07-2019,IN,Kolkata,so2,95,0.8,38.3,2.5,358.92,1
25-07-2019,IN,Kolkata,pressure,120,994.8,1003,997.4,33.98,1
25-07-2019,IN,Kolkata,wind-speed,116,0,4.6,0.7,7.55,1
25-07-2019,IN,Kolkata,temperature,120,26.7,34,28.5,47.9,1
25-07-2019,IN,Kolkata,pm10,96,28,126,56,6712.28,1
25-07-2019,IN,Kolkata,humidity,120,58.7,94,81.1,981.51,1
25-07-2019,IN,Kolkata,no2,96,7.3,48.9,17.2,843.02,1
26-07-2019,IN,Kolkata,pm25,108,13,166,90,15417.2,1
26-07-2019,IN,Kolkata,dew,99,25,28,26,7.5,1
26-07-2019,IN,Kolkata,co,96,1.3,12.7,3.6,87.01,1
26-07-2019,IN,Kolkata,o3,96,1.9,25.1,9.5,236.11,1
26-07-2019,IN,Kolkata,so2,95,0.7,7.8,1.4,11.12,1
26-07-2019,IN,Kolkata,pressure,120,992.5,1000,995.4,33.34,1
26-07-2019,IN,Kolkata,wind-speed,117,0,3.8,0.7,6.57,1
26-07-2019,IN,Kolkata,temperature,120,25.5,30.5,27.5,16.74,1
26-07-2019,IN,Kolkata,pm10,96,24,87,49,2768.38,1
26-07-2019,IN,Kolkata,humidity,120,73.5,100,88,468.23,1
26-07-2019,IN,Kolkata,no2,96,6.9,32.5,14,378.36,1
27-07-2019,IN,Kolkata,pm25,109,9,167,74,16074.7,1
27-07-2019,IN,Kolkata,dew,105,25,28,26.5,7.11,1
27-07-2019,IN,Kolkata,co,96,0.7,19.9,3.4,155.44,1
27-07-2019,IN,Kolkata,o3,96,2.1,19.3,9.4,220.22,1
27-07-2019,IN,Kolkata,so2,96,1,3.2,1.5,1.71,1
27-07-2019,IN,Kolkata,pressure,120,992.1,1000,994.7,35.49,1
27-07-2019,IN,Kolkata,wind-speed,114,0,4.6,0.9,10.67,1
27-07-2019,IN,Kolkata,temperature,120,25.8,32,28,38.8,1
27-07-2019,IN,Kolkata,pm10,96,15,83,37,3154.21,1
27-07-2019,IN,Kolkata,humidity,120,64.4,98.3,83.5,988.97,1
27-07-2019,IN,Kolkata,no2,96,5.4,38.6,11.8,519.46,1
28-07-2019,IN,Kolkata,pm25,98,9,88,51,4155.44,1
28-07-2019,IN,Kolkata,dew,102,25,27,26,4.74,1
28-07-2019,IN,Kolkata,co,96,0.1,11.2,2.4,103.38,1
28-07-2019,IN,Kolkata,o3,96,3.7,14.7,8.3,66.14,1
28-07-2019,IN,Kolkata,so2,96,0.5,2.9,1.2,2.33,1
28-07-2019,IN,Kolkata,pressure,120,993.5,1000,995.2,30.73,1
28-07-2019,IN,Kolkata,wind-speed,120,0.3,6.6,1.7,22.97,1
28-07-2019,IN,Kolkata,temperature,120,26,32,27.5,21.57,1
28-07-2019,IN,Kolkata,pm10,95,10,52,24,1242.31,1
28-07-2019,IN,Kolkata,humidity,120,68.4,100,87.2,513.1,1
28-07-2019,IN,Kolkata,no2,96,3.6,26.4,7.1,117,1
29-07-2019,IN,Kolkata,pm25,95,7,126,49,6621.38,1
29-07-2019,IN,Kolkata,dew,114,25,27,25.5,4.14,1
29-07-2019,IN,Kolkata,co,96,0.1,10.6,2.7,88.05,1
29-07-2019,IN,Kolkata,o3,96,5.2,21.6,10.5,101.09,1
29-07-2019,IN,Kolkata,so2,96,0.1,2.9,1.1,2.71,1
29-07-2019,IN,Kolkata,pressure,120,994,1003.5,996.5,45.89,1
29-07-2019,IN,Kolkata,wind-speed,120,0,6.9,1.5,24.57,1
29-07-2019,IN,Kolkata,temperature,120,25.6,29,27,7.61,1
29-07-2019,IN,Kolkata,pm10,92,7,59,25,2196.15,1
29-07-2019,IN,Kolkata,humidity,120,78.7,100,88.4,211.32,1
29-07-2019,IN,Kolkata,no2,96,3,28.2,8.5,239.23,1
30-07-2019,IN,Kolkata,pm25,113,9,112,68,6262.46,1
30-07-2019,IN,Kolkata,dew,87,25,29,26.5,13.42,1
30-07-2019,IN,Kolkata,co,96,1,12.2,3.4,87.35,1
30-07-2019,IN,Kolkata,o3,96,2.3,22.8,7.3,173.01,1
30-07-2019,IN,Kolkata,so2,96,0.1,10,1.4,48.63,1
30-07-2019,IN,Kolkata,pressure,120,996.3,1003,998.6,31.76,1
30-07-2019,IN,Kolkata,wind-speed,120,0.1,5.9,1.1,18.12,1
30-07-2019,IN,Kolkata,temperature,120,25.8,32.4,28.3,32.17,1
30-07-2019,IN,Kolkata,pm10,96,20,70,42,1873.25,1
30-07-2019,IN,Kolkata,humidity,120,59.5,98.3,82.4,882.85,1
30-07-2019,IN,Kolkata,no2,96,6.5,30.9,14.2,193.03,1
31-07-2019,IN,Kolkata,pm25,120,5,120,68,8059.49,1
31-07-2019,IN,Kolkata,dew,102,25,27,26,2.86,1
31-07-2019,IN,Kolkata,co,96,1.1,13.3,3.2,90.57,1
31-07-2019,IN,Kolkata,o3,96,1.7,23.6,9.4,257.69,1
31-07-2019,IN,Kolkata,so2,95,0.2,15.4,1.7,66.11,1
31-07-2019,IN,Kolkata,pressure,120,994.5,1003,997.6,36.67,1
31-07-2019,IN,Kolkata,wind-speed,120,0.1,4.6,1,11.98,1
31-07-2019,IN,Kolkata,temperature,120,26.3,32.5,28.6,28.47,1
31-07-2019,IN,Kolkata,pm10,96,27,80,52,2158.39,1
31-07-2019,IN,Kolkata,humidity,120,60.3,94,81.4,827.85,1
31-07-2019,IN,Kolkata,no2,95,4.5,43.2,14,499.62,1
01-08-2019,IN,Kolkata,pm25,120,21,144,68,8182.68,1
01-08-2019,IN,Kolkata,dew,87,25,27,26,4.06,1
01-08-2019,IN,Kolkata,co,96,1,10.7,3.3,75.9,1
01-08-2019,IN,Kolkata,o3,96,1.8,25.8,11,402.48,1
01-08-2019,IN,Kolkata,so2,96,0.3,23.9,2.3,141.51,1
01-08-2019,IN,Kolkata,pressure,120,993.2,1001.5,996.3,37.89,1
01-08-2019,IN,Kolkata,wind-speed,119,0.1,6.1,0.9,11.98,1
01-08-2019,IN,Kolkata,temperature,120,26.8,33.2,29,43.25,1
01-08-2019,IN,Kolkata,pm10,96,19,83,41,3468.31,1
01-08-2019,IN,Kolkata,humidity,120,55.3,94.2,74.7,1086.42,1
01-08-2019,IN,Kolkata,no2,96,6.8,23.5,11.4,170.24,1
02-08-2019,IN,Kolkata,pm25,110,13,114,61,4339.56,1
02-08-2019,IN,Kolkata,dew,96,26,28,27,4.84,1
02-08-2019,IN,Kolkata,co,86,0.6,13,3.2,105.81,1
02-08-2019,IN,Kolkata,o3,86,1.5,20.4,11.6,206.38,1
02-08-2019,IN,Kolkata,so2,86,0.3,9,1.3,49.98,1
02-08-2019,IN,Kolkata,pressure,109,992.1,1000,995.1,33,1
02-08-2019,IN,Kolkata,wind-speed,107,0,6.9,1,16.03,1
02-08-2019,IN,Kolkata,temperature,120,26.9,34,28,39.42,1
02-08-2019,IN,Kolkata,pm10,86,19,66,35,1893.12,1
02-08-2019,IN,Kolkata,humidity,109,60.4,94,85.3,829.28,1
02-08-2019,IN,Kolkata,no2,86,4.2,25.3,8.3,189.46,1
03-08-2019,IN,Kolkata,pm25,94,9,155,71,8734.07,1
03-08-2019,IN,Kolkata,dew,81,25,28,27,12.85,1
03-08-2019,IN,Kolkata,co,72,0.7,14.9,4.5,150.46,1
03-08-2019,IN,Kolkata,o3,72,1.5,19.2,6.5,243.18,1
03-08-2019,IN,Kolkata,so2,72,0.4,11.4,1.3,48.86,1
03-08-2019,IN,Kolkata,pressure,96,991.7,999,994.3,34.66,1
03-08-2019,IN,Kolkata,wind-speed,96,0,3.8,0.6,8.8,1
03-08-2019,IN,Kolkata,temperature,120,26.5,33,28.8,27.28,1
03-08-2019,IN,Kolkata,pm10,71,23,89,39,2503.89,1
03-08-2019,IN,Kolkata,humidity,96,67.3,97.9,85.3,558.53,1
03-08-2019,IN,Kolkata,no2,71,4.2,37.9,9,567.78,1
04-08-2019,IN,Kolkata,pm25,119,60,163,113,10203,1
04-08-2019,IN,Kolkata,dew,90,26,28,27,4.53,1
04-08-2019,IN,Kolkata,co,95,1.6,15.5,4.7,176.62,1
04-08-2019,IN,Kolkata,o3,95,1.4,29.4,9.4,414.12,1
04-08-2019,IN,Kolkata,so2,95,0.3,14.7,1.2,100.78,1
04-08-2019,IN,Kolkata,pressure,120,990.5,998,993.2,35.53,1
04-08-2019,IN,Kolkata,wind-speed,113,0.1,3.3,0.7,4.4,1
04-08-2019,IN,Kolkata,temperature,120,26.2,33,28,25.61,1
04-08-2019,IN,Kolkata,pm10,95,34,100,56,3581.48,1
04-08-2019,IN,Kolkata,humidity,120,64.4,100,88,618.48,1
04-08-2019,IN,Kolkata,no2,95,4.7,35.5,12.2,553.33,1
05-08-2019,IN,Kolkata,pm25,118,9,165,95,15091.2,1
05-08-2019,IN,Kolkata,dew,105,26.5,29,27,5.84,1
05-08-2019,IN,Kolkata,co,96,1.2,18.7,4,172.44,1
05-08-2019,IN,Kolkata,o3,96,1.5,26.2,7.8,364.94,1
05-08-2019,IN,Kolkata,so2,95,0.2,34.2,1.1,189.95,1
05-08-2019,IN,Kolkata,pressure,120,987.7,996.5,991,37.72,1
05-08-2019,IN,Kolkata,wind-speed,117,0,4.1,0.7,9.11,1
05-08-2019,IN,Kolkata,temperature,120,27,36,29.2,80.21,1
05-08-2019,IN,Kolkata,pm10,94,9,91,55,3473.43,1
05-08-2019,IN,Kolkata,humidity,120,56.9,97.7,83.5,1547.32,1
05-08-2019,IN,Kolkata,no2,92,5.2,33.1,11.4,248.86,1
06-08-2019,IN,Kolkata,pm25,117,13,173,79,15885.2,1
06-08-2019,IN,Kolkata,dew,117,25,28,27,9.19,1
06-08-2019,IN,Kolkata,co,96,1.1,19.6,3.4,176,1
06-08-2019,IN,Kolkata,o3,96,1.5,22.5,6.9,259.39,1
06-08-2019,IN,Kolkata,so2,96,0.6,21.8,1.6,153.22,1
06-08-2019,IN,Kolkata,pressure,120,986.1,994,989.2,40.73,1
06-08-2019,IN,Kolkata,wind-speed,119,0.1,6.4,1.1,16.43,1
06-08-2019,IN,Kolkata,temperature,120,26,33,28,23.93,1
06-08-2019,IN,Kolkata,pm10,94,11,112,51,5680.27,1
06-08-2019,IN,Kolkata,humidity,120,65.5,100,85.3,638.51,1
06-08-2019,IN,Kolkata,no2,96,4.7,31.8,11.1,308.82,1
07-08-2019,IN,Kolkata,pm25,98,5,97,40,4530.39,1
07-08-2019,IN,Kolkata,dew,105,25,28,26,10.82,1
07-08-2019,IN,Kolkata,co,96,0.6,10.4,2.4,96.16,1
07-08-2019,IN,Kolkata,o3,96,8,21.7,11.6,153.88,1
07-08-2019,IN,Kolkata,so2,96,0.4,12.2,1.3,57.06,1
07-08-2019,IN,Kolkata,pressure,120,982.6,993,987,47.01,1
07-08-2019,IN,Kolkata,wind-speed,120,0.1,7.4,2.5,34.56,1
07-08-2019,IN,Kolkata,temperature,120,25.7,30,26.7,9.7,1
07-08-2019,IN,Kolkata,pm10,89,5,42,18,846.65,1
07-08-2019,IN,Kolkata,humidity,120,75.9,100,91.5,245.64,1
07-08-2019,IN,Kolkata,no2,96,2,14.9,7.1,55.19,1
08-08-2019,IN,Kolkata,pm25,102,5,104,49,5712.75,1
08-08-2019,IN,Kolkata,dew,78,25,27.5,26,5.77,1
08-08-2019,IN,Kolkata,co,90,0.2,11.9,2.9,103.85,1
08-08-2019,IN,Kolkata,o3,90,3.6,19.4,9.6,94.61,1
08-08-2019,IN,Kolkata,so2,87,0.4,5.3,1.5,13.93,1
08-08-2019,IN,Kolkata,pressure,113,986.4,999,991.8,82.08,1
08-08-2019,IN,Kolkata,wind-speed,113,0.2,5.6,1.3,16.94,1
08-08-2019,IN,Kolkata,temperature,113,25.2,29.9,26.2,12.56,1
08-08-2019,IN,Kolkata,pm10,89,6,58,21,2421.5,1
08-08-2019,IN,Kolkata,humidity,113,75.4,100,94,350.6,1
08-08-2019,IN,Kolkata,no2,89,3.7,20.3,9.8,201.76,1
09-08-2019,IN,Kolkata,pm25,107,25,136,69,5905.65,1
09-08-2019,IN,Kolkata,dew,105,25,28,27,10.45,1
09-08-2019,IN,Kolkata,co,83,1,13.4,3.4,111.13,1
09-08-2019,IN,Kolkata,o3,83,2.3,36.6,10.2,450.6,1
09-08-2019,IN,Kolkata,so2,83,0.6,62.9,2.6,1282.71,1
09-08-2019,IN,Kolkata,pressure,107,990.7,1002,996.6,44.17,1
09-08-2019,IN,Kolkata,wind-speed,108,0.1,4.6,0.8,9.36,1
09-08-2019,IN,Kolkata,temperature,108,10.7,33,29,75.41,1
09-08-2019,IN,Kolkata,pm10,83,29,76,48,1631.94,1
09-08-2019,IN,Kolkata,humidity,108,61.2,95.7,82,836.5,1
09-08-2019,IN,Kolkata,no2,81,5.7,27,12.3,193.86,1
10-08-2019,IN,Kolkata,pm25,113,25,192,88,16298.5,1
10-08-2019,IN,Kolkata,dew,108,26,29,27.5,9.3,1
10-08-2019,IN,Kolkata,co,89,0.6,32.6,4.5,395.69,1
10-08-2019,IN,Kolkata,o3,89,2.4,30.3,9.9,472.41,1
10-08-2019,IN,Kolkata,so2,89,0.8,56,2.8,793.1,1
10-08-2019,IN,Kolkata,pressure,113,992.6,1000.5,996.1,41.87,1
10-08-2019,IN,Kolkata,wind-speed,108,0,3.3,0.7,4.34,1
10-08-2019,IN,Kolkata,temperature,113,26.6,35,29,60.69,1
10-08-2019,IN,Kolkata,pm10,89,32,265,55,10727.3,1
10-08-2019,IN,Kolkata,humidity,113,57.1,99,84,1340.47,1
10-08-2019,IN,Kolkata,no2,89,5,51.5,12.3,938.05,1
11-08-2019,IN,Kolkata,pm25,109,34,197,125,12291.6,1
11-08-2019,IN,Kolkata,dew,114,26,29,27,11.07,1
11-08-2019,IN,Kolkata,co,84,0.1,21,6.2,292.56,1
11-08-2019,IN,Kolkata,o3,85,1.9,27.5,7,559.55,1
11-08-2019,IN,Kolkata,so2,85,0.8,25.6,4.5,290.15,1
11-08-2019,IN,Kolkata,pressure,108,990.6,1000,995,45.97,1
11-08-2019,IN,Kolkata,wind-speed,103,0,4.1,0.6,9.47,1
11-08-2019,IN,Kolkata,temperature,120,26.7,36,29,78.73,1
11-08-2019,IN,Kolkata,pm10,85,40,164,71,6441.58,1
11-08-2019,IN,Kolkata,humidity,108,54.3,99,83.6,1619.06,1
11-08-2019,IN,Kolkata,no2,73,5.7,53.7,18.6,1000.49,1
12-08-2019,IN,Kolkata,pm25,108,21,174,95,14155.6,1
12-08-2019,IN,Kolkata,dew,93,25,28,26,10.96,1
12-08-2019,IN,Kolkata,co,91,0.9,15.8,5.1,155.05,1
12-08-2019,IN,Kolkata,o3,89,2.3,21.3,6.7,237.52,1
12-08-2019,IN,Kolkata,so2,90,0.7,35.1,1.4,400.32,1
12-08-2019,IN,Kolkata,pressure,116,990.8,998,993.5,31.59,1
12-08-2019,IN,Kolkata,wind-speed,116,0,4.8,0.8,6.86,1
12-08-2019,IN,Kolkata,temperature,116,26,31,28,14.81,1
12-08-2019,IN,Kolkata,pm10,87,17,129,52,5360.46,1
12-08-2019,IN,Kolkata,humidity,116,73.3,99,89.3,452.2,1
12-08-2019,IN,Kolkata,no2,87,5.1,65.9,12,457.38,1
13-08-2019,IN,Kolkata,pm25,101,9,121,61,6219.02,1
13-08-2019,IN,Kolkata,dew,102,24,27.5,26,7.23,1
13-08-2019,IN,Kolkata,co,84,0.4,15.8,3.4,156.83,1
13-08-2019,IN,Kolkata,o3,85,2.5,22.9,10.8,143.86,1
13-08-2019,IN,Kolkata,so2,84,0.5,19.2,1.3,144.41,1
13-08-2019,IN,Kolkata,pressure,110,991,1002,995,57.12,1
13-08-2019,IN,Kolkata,wind-speed,110,0.1,5.1,1.4,14.15,1
13-08-2019,IN,Kolkata,temperature,110,25.1,29.5,27,11.73,1
13-08-2019,IN,Kolkata,pm10,85,12,65,31,1644.4,1
13-08-2019,IN,Kolkata,humidity,110,77,99,90.1,305.08,1
13-08-2019,IN,Kolkata,no2,72,3.2,20.6,10,97.58,1
14-08-2019,IN,Kolkata,pm25,113,42,154,86,7002.1,1
14-08-2019,IN,Kolkata,dew,105,25,29,27,11.9,1
14-08-2019,IN,Kolkata,co,87,0.6,12.7,3.8,120.06,1
14-08-2019,IN,Kolkata,o3,89,4.1,17.9,11.5,69.39,1
14-08-2019,IN,Kolkata,so2,89,0.5,9,1.2,81.62,1
14-08-2019,IN,Kolkata,pressure,113,996.1,1005,999,48.67,1
