Date,Country,City,Specification,count,min,max,median,varience,Outcome
18-02-2019,IN,Kolkata,no2,95,11.4,102.5,31.7,6512.02,1
19-02-2019,IN,Kolkata,no2,94,10.2,101.1,39.2,7049.42,1
20-02-2019,IN,Kolkata,no2,94,8.4,88.1,19.5,4418.65,1
21-02-2019,IN,Kolkata,no2,96,7.4,100.9,35.2,5619.4,1
22-02-2019,IN,Kolkata,no2,95,7.8,106.9,24.3,3005.45,1
23-02-2019,IN,Kolkata,no2,96,6.3,102.4,26.9,5857.4,1
24-02-2019,IN,Kolkata,no2,96,8.4,100.4,25.6,3119.9,1
25-02-2019,IN,Kolkata,no2,94,8.5,70,25.8,1954.67,1
26-02-2019,IN,Kolkata,no2,93,9.6,40.4,20.1,483.58,1
27-02-2019,IN,Kolkata,no2,96,6.6,51.5,17.3,802.78,1
28-02-2019,IN,Kolkata,no2,95,7.3,53.1,19,1379.5,1
01-03-2019,IN,Kolkata,no2,95,7.9,84.6,20.3,3235.03,1
02-03-2019,IN,Kolkata,no2,94,7,94.9,23.6,4205.19,1
03-03-2019,IN,Kolkata,no2,96,5.1,102,32.4,7440.31,1
04-03-2019,IN,Kolkata,no2,95,8.3,101.1,25.1,2109.3,1
05-03-2019,IN,Kolkata,no2,96,6.4,58.6,17.8,1340.86,1
06-03-2019,IN,Kolkata,no2,95,1.5,63.2,20,1422.49,1
07-03-2019,IN,Kolkata,no2,95,9.8,73.5,28.2,2259.48,1
08-03-2019,IN,Kolkata,no2,85,8.3,105.2,34.7,5713.94,1
09-03-2019,IN,Kolkata,no2,72,9,102.1,28.5,5381.64,1
10-03-2019,IN,Kolkata,no2,95,6.8,99.3,14.4,1421.45,1
11-03-2019,IN,Kolkata,no2,94,7.6,73.2,16.5,1982.28,1
12-03-2019,IN,Kolkata,no2,95,7.3,51.9,22.2,1216.27,1
13-03-2019,IN,Kolkata,no2,95,6.5,83.6,15.8,1764.99,1
14-03-2019,IN,Kolkata,no2,96,6.8,69.5,19.1,1617.19,1
15-03-2019,IN,Kolkata,no2,93,8.6,85.9,27.7,3029.8,1
16-03-2019,IN,Kolkata,no2,81,6.6,103.2,25.4,4187.29,1
17-03-2019,IN,Kolkata,no2,96,8,74.8,18.5,943.23,1
18-03-2019,IN,Kolkata,no2,96,6.9,101,25.8,4030.71,1
19-03-2019,IN,Kolkata,no2,96,5.9,82.6,19.6,2008.19,1
20-03-2019,IN,Kolkata,no2,96,7.6,101,20.4,2741.72,1
21-03-2019,IN,Kolkata,no2,96,5.4,49.2,10,483.3,1
22-03-2019,IN,Kolkata,no2,88,5.5,49,11.9,875.79,1
23-03-2019,IN,Kolkata,no2,72,5.1,107.9,23.6,8258.33,1
24-03-2019,IN,Kolkata,no2,72,12.1,103.6,32.9,6635.77,1
25-03-2019,IN,Kolkata,no2,70,12.2,105,38.4,8174.09,1
26-03-2019,IN,Kolkata,no2,72,8.4,100.9,18.1,1601.15,1
27-03-2019,IN,Kolkata,no2,71,12.6,83.9,25.2,2552.53,1
28-03-2019,IN,Kolkata,no2,84,5.5,64.1,16.1,1287.93,1
29-03-2019,IN,Kolkata,no2,96,7.2,44.3,13.8,370.28,1
30-03-2019,IN,Kolkata,no2,93,5.9,29.1,12.7,343.6,1
31-03-2019,IN,Kolkata,no2,92,5.4,25.1,8.7,173.94,1
01-04-2019,IN,Kolkata,no2,96,4,85.3,9.1,764.63,1
02-04-2019,IN,Kolkata,no2,96,6,33.7,11.1,364.87,1
03-04-2019,IN,Kolkata,no2,93,5.4,23.5,9.9,146.42,1
04-04-2019,IN,Kolkata,no2,94,4.4,19.8,9.3,144.58,1
05-04-2019,IN,Kolkata,no2,95,4.1,37.3,8.5,372.3,1
06-04-2019,IN,Kolkata,no2,96,3.9,58.8,14.2,1488.89,1
07-04-2019,IN,Kolkata,no2,96,5.1,39.4,14.1,462.46,1
08-04-2019,IN,Kolkata,no2,94,4.2,46.8,14.4,1051.77,1
09-04-2019,IN,Kolkata,no2,92,3.9,57.3,13.6,1361.98,1
10-04-2019,IN,Kolkata,no2,95,4.4,50.7,16.3,1184.57,1
11-04-2019,IN,Kolkata,no2,90,4.4,23.5,9.8,236.5,1
12-04-2019,IN,Kolkata,no2,82,4.9,31,11.2,307.62,1
13-04-2019,IN,Kolkata,no2,96,4.8,22.5,11.4,232.2,1
15-04-2019,IN,Kolkata,no2,95,4.3,37,8.3,331.43,1
16-04-2019,IN,Kolkata,no2,87,4.2,24.6,8,260.37,1
17-04-2019,IN,Kolkata,no2,77,3.8,74.2,13.8,2023.5,1
18-04-2019,IN,Kolkata,no2,96,3.7,97.3,17.2,3848.41,1
19-04-2019,IN,Kolkata,no2,84,3.9,70.2,18.7,2833.35,1
20-04-2019,IN,Kolkata,no2,96,3.4,56.9,15.8,1263.87,1
21-04-2019,IN,Kolkata,no2,96,3.3,54.7,8.3,708.57,1
22-04-2019,IN,Kolkata,no2,92,1.4,45.8,15.9,1151.51,1
23-04-2019,IN,Kolkata,no2,96,3.6,50,12.9,929.76,1
24-04-2019,IN,Kolkata,no2,93,2.4,34.3,13.3,606.15,1
25-04-2019,IN,Kolkata,no2,96,3.6,29.9,11,371.04,1
26-04-2019,IN,Kolkata,no2,90,4,37,11.2,393.09,1
27-04-2019,IN,Kolkata,no2,68,4.6,23.3,10.1,249.3,1
28-04-2019,IN,Kolkata,no2,89,3.5,17.7,8.3,81.87,1
29-04-2019,IN,Kolkata,no2,86,0.7,16.1,7.8,82.85,1
30-04-2019,IN,Kolkata,no2,84,3.5,72.1,9.2,690.78,1
01-05-2019,IN,Kolkata,no2,72,4.7,20.4,8.3,76.21,1
02-05-2019,IN,Kolkata,no2,72,5.4,16.8,9.4,95.09,1
03-05-2019,IN,Kolkata,no2,72,4.5,22.5,9.2,169.06,1
04-05-2019,IN,Kolkata,no2,71,2.7,62.8,7.1,1741.99,1
05-05-2019,IN,Kolkata,no2,61,0.1,44.4,12.5,1281.11,1
06-05-2019,IN,Kolkata,no2,69,0.1,17.1,5.8,203.04,1
07-05-2019,IN,Kolkata,no2,72,1.8,20.8,7.9,345.26,1
08-05-2019,IN,Kolkata,no2,72,1.8,32.8,9,735.93,1
09-05-2019,IN,Kolkata,no2,71,1.8,24.8,8.2,419.02,1
10-05-2019,IN,Kolkata,no2,72,1.4,22.4,7.1,293.75,1
11-05-2019,IN,Kolkata,no2,72,1.3,21.1,7,264.01,1
12-05-2019,IN,Kolkata,no2,72,1.1,15.1,5.5,172.66,1
13-05-2019,IN,Kolkata,no2,72,1.1,16.9,6.3,156.35,1
14-05-2019,IN,Kolkata,no2,94,2,31.7,9.7,416.18,1
15-05-2019,IN,Kolkata,no2,96,1.6,39,10.5,653.96,1
16-05-2019,IN,Kolkata,no2,96,1.8,30.7,10.6,480.18,1
17-05-2019,IN,Kolkata,no2,96,1.2,19.4,9.3,244.77,1
18-05-2019,IN,Kolkata,no2,96,0.8,14.6,7.3,117.28,1
19-05-2019,IN,Kolkata,no2,96,0.9,20.4,6.5,173.98,1
20-05-2019,IN,Kolkata,no2,95,0.8,19.4,6.7,230.57,1
21-05-2019,IN,Kolkata,no2,96,1.5,16,7.6,167.47,1
22-05-2019,IN,Kolkata,no2,95,1.3,14.8,7.1,151.48,1
23-05-2019,IN,Kolkata,no2,96,1.3,12.9,5.7,93.45,1
24-05-2019,IN,Kolkata,no2,96,0.8,29.7,7.3,262.3,1
25-05-2019,IN,Kolkata,no2,96,1.3,30.8,7.8,314.8,1
26-05-2019,IN,Kolkata,no2,81,3.2,38.2,9.7,456.19,1
27-05-2019,IN,Kolkata,no2,72,4.8,17.1,8.9,54.47,1
28-05-2019,IN,Kolkata,no2,67,4.4,16.4,8.8,53.89,1
29-05-2019,IN,Kolkata,no2,72,3.8,17,7.1,69.32,1
30-05-2019,IN,Kolkata,no2,72,4.5,17.1,7.9,48.25,1
31-05-2019,IN,Kolkata,no2,72,2.8,14.8,7.1,51.23,1
01-06-2019,IN,Kolkata,no2,72,3.9,22.2,9.8,153.08,1
02-06-2019,IN,Kolkata,no2,72,4.2,21.9,7.6,106.35,1
03-06-2019,IN,Kolkata,no2,95,2.7,33.8,8.5,630.18,1
04-06-2019,IN,Kolkata,no2,96,2.2,19.6,7.6,257.81,1
05-06-2019,IN,Kolkata,no2,93,1.3,41.8,8.1,683.53,1
06-06-2019,IN,Kolkata,no2,95,4,26.2,8.6,90.95,1
07-06-2019,IN,Kolkata,no2,95,2.8,18.9,7.9,100.14,1
08-06-2019,IN,Kolkata,no2,96,3.9,58,6.8,578.68,1
09-06-2019,IN,Kolkata,no2,96,4,24,6.6,160.64,1
10-06-2019,IN,Kolkata,no2,96,3.3,14.9,6.6,52.41,1
11-06-2019,IN,Kolkata,no2,94,3,13.3,6.5,51.59,1
12-06-2019,IN,Kolkata,no2,96,2.8,12.6,6.3,45.53,1
13-06-2019,IN,Kolkata,no2,95,4.9,32.5,12.3,305.02,1
14-06-2019,IN,Kolkata,no2,90,4.2,23.4,10.1,169.75,1
15-06-2019,IN,Kolkata,no2,52,5.7,20.6,10.7,136.69,1
16-06-2019,IN,Kolkata,no2,71,5.5,24,11.7,163.31,1
17-06-2019,IN,Kolkata,no2,95,3.6,34.3,13.7,507.92,1
18-06-2019,IN,Kolkata,no2,89,5.2,42.8,11.4,822.85,1
19-06-2019,IN,Kolkata,no2,72,5.4,33.4,9.9,463.74,1
20-06-2019,IN,Kolkata,no2,95,4.8,30.6,12.5,411.77,1
21-06-2019,IN,Kolkata,no2,94,4.4,20.4,9.6,116.88,1
22-06-2019,IN,Kolkata,no2,96,2.9,19.7,9.1,134.97,1
23-06-2019,IN,Kolkata,no2,96,2.9,18.8,7,122.07,1
24-06-2019,IN,Kolkata,no2,96,4.9,27.9,9.6,225.02,1
25-06-2019,IN,Kolkata,no2,92,4.2,20.8,9.3,133.23,1
26-06-2019,IN,Kolkata,no2,96,3.5,17.1,9.3,93.5,1
27-06-2019,IN,Kolkata,no2,96,3.8,35.9,9.8,336.65,1
28-06-2019,IN,Kolkata,no2,96,6,29,12.5,270.07,1
29-06-2019,IN,Kolkata,no2,96,5.6,44.3,13.2,718.17,1
30-06-2019,IN,Kolkata,no2,96,4.5,43.4,16,876.77,1
01-07-2019,IN,Kolkata,no2,96,4.2,24,10.7,170.62,1
02-07-2019,IN,Kolkata,no2,96,3.1,20.5,9.3,109.33,1
03-07-2019,IN,Kolkata,no2,96,5.6,27,11.9,159.91,1
04-07-2019,IN,Kolkata,no2,94,5.5,30.4,12.4,275.65,1
05-07-2019,IN,Kolkata,no2,96,4.2,25.3,11.2,219.8,1
06-07-2019,IN,Kolkata,no2,95,6.9,32.5,14.7,319.54,1
07-07-2019,IN,Kolkata,no2,96,4.9,23.2,10.6,168.43,1
08-07-2019,IN,Kolkata,no2,96,4.5,27.5,10.3,280.51,1
09-07-2019,IN,Kolkata,no2,96,5.2,28.6,11.1,239.11,1
10-07-2019,IN,Kolkata,no2,96,5.3,43.7,14.5,615.45,1
11-07-2019,IN,Kolkata,no2,96,4.7,29.6,13.2,426.21,1
12-07-2019,IN,Kolkata,no2,96,5.4,31,12.6,370.89,1
13-07-2019,IN,Kolkata,no2,96,4.5,25.8,12.7,286.87,1
14-07-2019,IN,Kolkata,no2,96,5.2,33.5,11.1,277.68,1
15-07-2019,IN,Kolkata,no2,95,5.4,43.9,14.8,727.36,1
16-07-2019,IN,Kolkata,no2,85,6.6,37.8,15.1,561.84,1
17-07-2019,IN,Kolkata,no2,71,4.9,51.2,11.9,1086.93,1
18-07-2019,IN,Kolkata,no2,72,4.6,23.5,9.7,190.09,1
19-07-2019,IN,Kolkata,no2,72,3.6,16.8,7.4,89.52,1
20-07-2019,IN,Kolkata,no2,72,4.1,23.2,7.6,133.32,1
21-07-2019,IN,Kolkata,no2,95,3.3,19,9.7,106.49,1
22-07-2019,IN,Kolkata,no2,96,3.3,15.8,9.8,90.07,1
23-07-2019,IN,Kolkata,no2,95,4.5,15.9,8.8,85.9,1
24-07-2019,IN,Kolkata,no2,96,5.2,22.2,10.5,126.47,1
25-07-2019,IN,Kolkata,no2,96,7.3,48.9,17.2,843.02,1
26-07-2019,IN,Kolkata,no2,96,6.9,32.5,14,378.36,1
27-07-2019,IN,Kolkata,no2,96,5.4,38.6,11.8,519.46,1
28-07-2019,IN,Kolkata,no2,96,3.6,26.4,7.1,117,1
29-07-2019,IN,Kolkata,no2,96,3,28.2,8.5,239.23,1
30-07-2019,IN,Kolkata,no2,96,6.5,30.9,14.2,193.03,1
31-07-2019,IN,Kolkata,no2,95,4.5,43.2,14,499.62,1
01-08-2019,IN,Kolkata,no2,96,6.8,23.5,11.4,170.24,1
02-08-2019,IN,Kolkata,no2,86,4.2,25.3,8.3,189.46,1
03-08-2019,IN,Kolkata,no2,71,4.2,37.9,9,567.78,1
04-08-2019,IN,Kolkata,no2,95,4.7,35.5,12.2,553.33,1
05-08-2019,IN,Kolkata,no2,92,5.2,33.1,11.4,248.86,1
06-08-2019,IN,Kolkata,no2,96,4.7,31.8,11.1,308.82,1
07-08-2019,IN,Kolkata,no2,96,2,14.9,7.1,55.19,1
08-08-2019,IN,Kolkata,no2,89,3.7,20.3,9.8,201.76,1
09-08-2019,IN,Kolkata,no2,81,5.7,27,12.3,193.86,1
10-08-2019,IN,Kolkata,no2,89,5,51.5,12.3,938.05,1
11-08-2019,IN,Kolkata,no2,73,5.7,53.7,18.6,1000.49,1
12-08-2019,IN,Kolkata,no2,87,5.1,65.9,12,457.38,1
13-08-2019,IN,Kolkata,no2,72,3.2,20.6,10,97.58,1
14-08-2019,IN,Kolkata,no2,89,3.7,25.9,9.2,248,1
15-08-2019,IN,Kolkata,no2,89,3.4,23.5,8.8,167.27,1
16-08-2019,IN,Kolkata,no2,72,4.8,25,9.1,263.85,1
17-08-2019,IN,Kolkata,no2,72,5.2,21.2,9.9,157.41,1
18-08-2019,IN,Kolkata,no2,72,5.3,16.5,8.6,64.18,1
19-08-2019,IN,Kolkata,no2,72,0.4,18.2,8.5,131.53,1
20-08-2019,IN,Kolkata,no2,83,0.5,49.3,9.8,827.53,1
21-08-2019,IN,Kolkata,no2,96,1.6,23.6,8.3,319.16,1
22-08-2019,IN,Kolkata,no2,96,1.7,25.2,8.7,340.73,1
23-08-2019,IN,Kolkata,no2,95,1.8,22.5,8,308.09,1
24-08-2019,IN,Kolkata,no2,95,1.8,18.7,10.6,299.56,1
25-08-2019,IN,Kolkata,no2,84,1.7,17.3,5.3,201.35,1
26-08-2019,IN,Kolkata,no2,71,1.8,57.2,9.2,763.22,1
27-08-2019,IN,Kolkata,no2,72,3.2,22.1,7.9,253.33,1
28-08-2019,IN,Kolkata,no2,71,0.5,25,9,370.36,1
29-08-2019,IN,Kolkata,no2,72,0.1,23.6,6.4,428.26,1
30-08-2019,IN,Kolkata,no2,87,0.3,20.5,8.7,283.36,1
31-08-2019,IN,Kolkata,no2,93,0.4,20.3,7.3,258.58,1
01-09-2019,IN,Kolkata,no2,76,0.7,15.9,7.6,164.79,1
02-09-2019,IN,Kolkata,no2,67,0.1,17.9,6.6,269.36,1
03-09-2019,IN,Kolkata,no2,51,0.3,18,5.1,287.79,1
04-09-2019,IN,Kolkata,no2,92,1.5,18.6,7,178.32,1
05-09-2019,IN,Kolkata,no2,92,0.1,19,5.9,233.44,1
06-09-2019,IN,Kolkata,no2,95,0.1,18.7,5.4,220.07,1
07-09-2019,IN,Kolkata,no2,93,0.1,20.4,5.6,282.66,1
08-09-2019,IN,Kolkata,no2,95,0.2,20.2,8,199.17,1
09-09-2019,IN,Kolkata,no2,95,0.3,19.9,9.2,204.19,1
10-09-2019,IN,Kolkata,no2,95,0.6,16.4,7.8,125.28,1
11-09-2019,IN,Kolkata,no2,91,0.1,33.1,8.5,339.06,1
12-09-2019,IN,Kolkata,no2,92,1.5,22.3,11.8,234.48,1
13-09-2019,IN,Kolkata,no2,86,2,18,10.7,127.01,1
14-09-2019,IN,Kolkata,no2,72,4.4,21.5,10.2,198.17,1
15-09-2019,IN,Kolkata,no2,72,2,20.5,8.8,156.17,1
16-09-2019,IN,Kolkata,no2,95,3,19.3,9,130.73,1
17-09-2019,IN,Kolkata,no2,95,1.2,16,6.9,132.3,1
18-09-2019,IN,Kolkata,no2,78,0.7,16.4,5.7,200.37,1
19-09-2019,IN,Kolkata,no2,95,0.8,18.1,6.5,170.3,1
20-09-2019,IN,Kolkata,no2,95,4.6,46.1,11.5,807.9,1
21-09-2019,IN,Kolkata,no2,95,3.5,38.1,12.5,757.25,1
22-09-2019,IN,Kolkata,no2,96,1.1,37.7,10.9,654.86,1
23-09-2019,IN,Kolkata,no2,94,1.7,24.6,7.3,295.44,1
24-09-2019,IN,Kolkata,no2,87,0.2,17.9,6.7,132.8,1
25-09-2019,IN,Kolkata,no2,84,0.8,23.5,9.2,358.84,1
26-09-2019,IN,Kolkata,no2,95,2.4,25.8,11.7,390.62,1
27-09-2019,IN,Kolkata,no2,96,5.3,35.8,14.6,290.33,1
28-09-2019,IN,Kolkata,no2,96,4.7,29.1,13.5,284.78,1
29-09-2019,IN,Kolkata,no2,96,0.9,22.9,10.1,294.32,1
30-09-2019,IN,Kolkata,no2,85,1.6,28.5,11.5,431.96,1
30-09-2019,IN,Kolkata,no2,85,1.6,28.5,11.5,431.96,1
01-10-2019,IN,Kolkata,no2,68,5.2,46.1,10.6,977.72,1
01-10-2019,IN,Kolkata,no2,68,5.2,46.1,10.6,977.72,1
02-10-2019,IN,Kolkata,no2,72,4.4,43.9,9.3,862,1
02-10-2019,IN,Kolkata,no2,72,4.4,43.9,9.3,862,1
03-10-2019,IN,Kolkata,no2,95,4.6,38.2,14.1,595.51,1
03-10-2019,IN,Kolkata,no2,95,4.6,38.2,14.1,595.51,1
04-10-2019,IN,Kolkata,no2,86,4.4,32.5,10.9,369.43,1
04-10-2019,IN,Kolkata,no2,86,4.4,32.5,10.9,369.43,1
05-10-2019,IN,Kolkata,no2,95,5,46.4,11.2,1033.01,1
05-10-2019,IN,Kolkata,no2,95,5,46.4,11.2,1033.01,1
06-10-2019,IN,Kolkata,no2,76,5,37.4,10.4,754.84,1
06-10-2019,IN,Kolkata,no2,76,5,37.4,10.4,754.84,1
07-10-2019,IN,Kolkata,no2,40,5,29.2,6.6,306.26,1
08-10-2019,IN,Kolkata,no2,71,3.3,23.5,6.4,320.03,1
09-10-2019,IN,Kolkata,no2,94,4.7,17.6,8.3,126.1,1
10-10-2019,IN,Kolkata,no2,75,4,32.8,8.2,386.74,1
11-10-2019,IN,Kolkata,no2,72,4.2,51.8,8.8,1057.19,1
12-10-2019,IN,Kolkata,no2,81,5.1,49.1,12.1,1207.91,1
13-10-2019,IN,Kolkata,no2,72,4.6,43.3,8.7,1069.35,1
14-10-2019,IN,Kolkata,no2,86,5.5,46.2,10.5,1069.6,1
15-10-2019,IN,Kolkata,no2,72,6.1,50.1,10.9,1619.02,1
16-10-2019,IN,Kolkata,no2,69,5.9,45.7,12.8,1232.37,1
17-10-2019,IN,Kolkata,no2,70,6,46.8,17.7,1354.96,1
18-10-2019,IN,Kolkata,no2,61,6.2,80.3,12.9,2838.24,1
19-10-2019,IN,Kolkata,no2,48,6.2,51.8,7,2074.6,1
20-10-2019,IN,Kolkata,no2,48,6.2,53.4,6.9,2121.57,1
21-10-2019,IN,Kolkata,no2,47,6.3,41.4,7,1191.68,1
22-10-2019,IN,Kolkata,no2,66,6,59.6,11.6,1847.04,1
23-10-2019,IN,Kolkata,no2,73,6.5,51.7,11.2,1150.35,1
24-10-2019,IN,Kolkata,no2,71,5.8,23.1,7.6,222.45,1
25-10-2019,IN,Kolkata,no2,72,4.6,16.7,8.3,114.53,1
26-10-2019,IN,Kolkata,no2,94,5.6,28.6,10.3,296.54,1
27-10-2019,IN,Kolkata,no2,96,5.1,28.5,8.5,476.54,1
28-10-2019,IN,Kolkata,no2,96,6.1,45.3,8.7,955.84,1
29-10-2019,IN,Kolkata,no2,95,6.7,41.1,13.4,995.94,1
30-10-2019,IN,Kolkata,no2,96,6.7,59,13.4,1485.65,1
31-10-2019,IN,Kolkata,no2,95,6.8,59,18.7,1717.83,1
01-11-2019,IN,Kolkata,no2,88,6.4,56.9,23.1,1679.77,1
02-11-2019,IN,Kolkata,no2,88,6.7,48.7,18.8,1309.74,1
03-11-2019,IN,Kolkata,no2,96,6.7,40.9,12.3,1020.45,1
04-11-2019,IN,Kolkata,no2,91,6.8,72.2,19.2,2137.78,1
05-11-2019,IN,Kolkata,no2,85,3.7,73.3,18.4,2447.98,1
06-11-2019,IN,Kolkata,no2,83,2.8,64.6,19.4,2584.04,1
07-11-2019,IN,Kolkata,no2,95,4.6,84.6,25.1,2593.05,1
08-11-2019,IN,Kolkata,no2,88,3.9,51.3,15,739.47,1
09-11-2019,IN,Kolkata,no2,96,2.7,17.6,8.1,95.43,1
10-11-2019,IN,Kolkata,no2,96,2.9,28,7.5,294.91,1
11-11-2019,IN,Kolkata,no2,96,2.4,49.7,10.5,1229.76,1
12-11-2019,IN,Kolkata,no2,83,3.4,110.6,23.6,3721.32,1
13-11-2019,IN,Kolkata,no2,94,8.6,70,28.2,1946.14,1
14-11-2019,IN,Kolkata,no2,93,8.5,63.3,30.2,1865.52,1
15-11-2019,IN,Kolkata,no2,87,7.7,69.8,24.8,1767.35,1
16-11-2019,IN,Kolkata,no2,83,7.6,70.6,31.2,2491.01,1
17-11-2019,IN,Kolkata,no2,96,7.6,62.4,28.2,2130.13,1
18-11-2019,IN,Kolkata,no2,96,0.7,94.6,31.1,3708.33,1
19-11-2019,IN,Kolkata,no2,95,6.7,77.9,29.2,3262.07,1
20-11-2019,IN,Kolkata,no2,96,9.8,93.8,32.4,3639.56,1
21-11-2019,IN,Kolkata,no2,96,10,71.8,31.1,2566.14,1
22-11-2019,IN,Kolkata,no2,85,8.5,93.2,36.1,4582.42,1
23-11-2019,IN,Kolkata,no2,96,9.6,81.4,38,4115.38,1
24-11-2019,IN,Kolkata,no2,95,11.1,84.8,36.8,3715.77,1
25-11-2019,IN,Kolkata,no2,74,10.1,91.3,37,5291.68,1
26-11-2019,IN,Kolkata,no2,73,10.5,94.4,41.8,5313.58,1
27-11-2019,IN,Kolkata,no2,77,5.1,89,31,3545.04,1
28-11-2019,IN,Kolkata,no2,95,7.9,84,27.8,2502.45,1
29-11-2019,IN,Kolkata,no2,96,7.4,101.1,29.1,3581.73,1
30-11-2019,IN,Kolkata,no2,96,4,79.2,31.3,2772.2,1
01-12-2019,IN,Kolkata,no2,57,4.8,56.7,27,2442.51,1
02-12-2019,IN,Kolkata,no2,71,4.9,55.5,24.4,1797.63,1
03-12-2019,IN,Kolkata,no2,126,7.8,67.5,30.7,1920.74,1
04-12-2019,IN,Kolkata,no2,156,1.3,75.3,29.2,1804.27,1
05-12-2019,IN,Kolkata,no2,170,4.7,83,22.6,1668.46,1
06-12-2019,IN,Kolkata,no2,152,1.1,68.1,24.3,1538.83,1
07-12-2019,IN,Kolkata,no2,185,0.3,73.6,25.4,2019.87,1
08-12-2019,IN,Kolkata,no2,191,7.5,75,23.3,1542.94,1
09-12-2019,IN,Kolkata,no2,188,1.2,49.8,20.5,949.67,1
10-12-2019,IN,Kolkata,no2,158,10.7,103.6,23.6,1727.58,1
11-12-2019,IN,Kolkata,no2,181,1.8,50.6,20,981.22,1
12-12-2019,IN,Kolkata,no2,184,1,50.6,20.9,1235.48,1
13-12-2019,IN,Kolkata,no2,171,4.3,54,20.2,934.89,1
14-12-2019,IN,Kolkata,no2,141,7.4,63.8,25.5,1145.74,1
15-12-2019,IN,Kolkata,no2,143,7.4,39.5,17,419.08,1
16-12-2019,IN,Kolkata,no2,169,1.3,41.4,19.9,643.49,1
17-12-2019,IN,Kolkata,no2,158,3.4,42.8,20.8,713.92,1
18-12-2019,IN,Kolkata,no2,157,1.6,36.7,18.7,365.8,1
19-12-2019,IN,Kolkata,no2,144,5,54.1,18.7,862.58,1
